21.4,49.0,0
20.1,45.3,0
21.1,48.7,0
20.9,47.1,0
22.2,50.9,0
21.2,48.8,0
20.6,47.2,0
21.3,49.1,0
20.2,46.2,0
22.1,51.0,0
21.5,49.3,0
10.1,25.2,1
12.4,28.3,1
9.2,23.1,1
11.9,27.3,1
10.6,26.2,1
37.3,81.8,1
38.7,84.0,1
36.0,78.5,1
37.6,82.5,1
39.1,84.5,1
12.8,29.8,1
11.3,27.9,1
10.5,26.3,1
38.0,83.2,1
38.2,84.8,1
36.5,80.9,1
9.8,24.5,1
12.6,29.1,1
35.6,78.0,1
39.5,85.8,1
7.6,20.3,1
14.1,31.8,1
40.2,86.8,1
8.4,21.5,1
12.1,28.1,1
10.9,26.4,1
37.4,81.9,1
36.9,79.5,1
39.4,82.8,1
6.8,18.5,1
15.2,33.2,1
6.0,17.8,1
38.5,84.1,1
36.7,80.8,1
39.8,84.2,1
9.5,24.8,1
12.9,29.5,1
36.2,78.2,1
39.3,86.1,1
8.1,21.6,1
13.4,30.5,1
38.8,84.5,1
11.6,28.2,1
10.4,25.7,1
37.3,80.6,1
5.5,16.8,1
16.8,36.0,1
40.8,87.5,1
5.0,16.2,1
17.5,37.5,1
3.8,14.5,1
41.5,88.8,1
42.2,89.5,1
35.3,76.8,1
40.2,86.5,1
7.0,20.1,1
14.8,32.8,1
40.5,88.0,1
2.3,12.8,1
19.2,39.2,1
1.8,12.0,1
42.0,89.8,1
43.0,90.0,1
34.8,76.0,1
40.8,87.8,1
5.8,17.5,1
16.0,34.8,1
42.8,91.2,1
0.8,10.5,1
20.5,40.8,1
